	date	category	content	sentiment_score
64	2022-04-27	Cryptocurrencies	doom loop crypto exchange founder suddenly flips shock bitcoin price prediction ethereum bnb xrp solana cardano luna avalanche dogecoin crash back . co founder bitcoin crypto exchange bitmex outlined sees bitcoin price eventually hitting million far bullish price prediction made earlier month ...	0.43743677996098995
65	2022-04-27	Finance	business missed corp tax deadline . deadline existing llcs c corporations elect corporation tax treatment tax year 2022 march 15. happens business missed corp deadline	-0.4957386562600732
66	2022-04-27	Cryptocurrencies	bitcoin prices bounce back falling lowest since mid march . bitcoin prices appreciated last days rising 4 percent less 24 hours . analysts cited multiple variables explaining latest appreciation.	-0.0247432142496109
67	2022-04-27	Finance	aging parents issues home care workers . elders want age place home may need help . getting home care worker difficult . learn ways avoid unnecessary stress.	-0.4937316095456481
68	2022-04-27	Cryptocurrencies	edward snowden revealed key participant mysterious ceremony creating billion anonymous cryptocurrency . notorious whistle blower acknowledges sixth person participated elaborate 2016 ceremony led creation zcash leading privacy protecting cryptocurrency valued billion.	0.057238835375756025
69	2022-04-27	Finance	judge rejects elon musk bid end supervision tesla tweets billionaire arguments meritless ironic . none arguments hold water federal judge said wednesday latest ruling stemming musk funding secured tweet 2018.	-0.18732131272554398
70	2022-04-27	Stock Market	sirius stock trade higher post q1 . full year 2022 sirius expects self pay net subscriber additions approximately 500 000 total revenue approximately billion adjusted ebitda .8 billion free cash flow .6 billion.	0.5032785311341286
71	2022-04-27	Stock Market	merck stock rise q1 results . expect merck post upbeat q1 results also find stock room growth current levels discuss.	0.4967378228902817
72	2022-04-27	Finance	4 days left buy bonds paying 8.5 percent . four days end april buy u.s. treasury bonds pay 8.54 percent next year.	0.03194664977490902
73	2022-04-27	Finance	billionaire mukesh ambani reliance billion jv build abu dhabi petrochemical plant . reliance industries controlled billionaire mukesh ambani signed agreement partner abu dhabi national oil company adnoc build billion petrochemical production facility abu dhabi indian energy giant makes maiden investment middle east.	0.5222417712211609
74	2022-04-27	Finance	singapore keppel sembcorp marine merging create world biggest oil rig builder . unit conglomerate keppel corp. sembcorp marine controlled singapore state linked investment firm temasek agreed merge create world largest builder oil rigs.	0.1904933601617813
75	2022-04-27	Cryptocurrencies	stagflation could trigger global bitcoin adoption . period central banks experience zugzwang situation monetary tools meant control rising inflation lead higher unemployment lower economic production.	-0.9351764619350433
76	2022-04-27	Finance	xi lays bare china economic delusion . problem china official economic statistics long aspirational rather actual.	-0.17067678645253181
77	2022-04-27	Stock Market	market rewarding mgm resorts stock . shares mgm resorts nyse mgm observing investor optimism despite sharp declines reported peers wynn resorts las vegas sands.	0.8659038841724396
78	2022-04-27	Finance	uncle sam ends us solar navigate fallout . obama administration energy policy promoted breakthrough research cleaner sources sanctioning unprecedented construction needed infrastructure including pipelines . trump clearly favored drilling new wind solar . biden however policy often none.	0.04747164994478226
79	2022-04-27	Finance	biden canceling student loan debt . reporting incorrectly claimed biden considering canceling student loan debt.	-0.9347566664218903
80	2022-04-27	Cryptocurrencies	wrestling russia blockchain six likely sanctions imposed . remains common knowledge crypto defi provide enough liquidity allow russia bypass swift related sanctions entirely . however six possible blockchain based sanctions imposed russia belarus limit historical sanction evasion strategies	0.007668423155943553
81	2022-04-27	Stock Market	norfolk southern stock move higher following q1 results . believe norfolk southern navigate well q1 also find nsc stock undervalued current levels discuss.	0.9229195415973663
82	2022-04-27	Finance	investors eyeing coca cola blowout quarterly earnings report . coca cola reported quarterly numbers topped expectations . means investors.	0.263913005279998
83	2022-04-27	Finance	want retire investing fossil fuel free . women often associated caring environment fossil fuel free investing . makes sense given use term mother nature . sow fossil free rating system incorporates desire fossil fuel free pursuing investing goals carefree retirement	0.04604236362501979
84	2022-04-27	Cryptocurrencies	crypto bahamas kicks country solidifies plans become leading digital asset hub amidst market uncertainty . island nation hosting exclusive crypto focused conference speakers including bill clinton tony blair.	0.4852973185479641
85	2022-04-27	Stock Market	despite flat revenues micron technology stock doubled since 2018 . comes surprise company witnessed marginal rise revenues period slight drop outstanding share count.	-0.9857256412506104
86	2022-04-27	Stock Market	warren buffett stocks holding well sell . 3 value stocks held warren buffett charlie munger berkshire hathaway portfolio holding better big name big tech stocks nasdaq 100.	0.27018128521740437
87	2022-04-27	Stock Market	nortonlifelock stock returned 35 percent since 2018 . nlok total revenue grown 7.5 percent .6 billion 2018 .8 billion ltm basis.	0.5034968256950378
88	2022-04-27	Finance	china gov goes q1 earnings power rebound . asian equities following us equity market downdraft china hong kong markets.	0.006729781627655029
89	2022-04-27	Cryptocurrencies	revealing economics metaverse . unreality metaverse something teach nature money investing.	-0.0006439168937504292
90	2022-04-27	Cryptocurrencies	manager world first nft fund talks nft evolution future crypto assets . people think non fungible tokens immediately look digital artwork sometimes music videos . kind instance nfts represent original something digital.	0.013332298335929712
91	2022-04-27	Finance	3 midcap dividends defy inflation putin xi . secure payers benefit today trends.	0.5787582248449326
92	2022-04-27	Stock Market	microsoft cloud 9 smashing expectations . biggest tech company nobody ever talks business booming . price .22 microsoft trades 25x forward earnings 11.4x sales . company profit margins 38.5 percent.	0.34967197198420763
93	2022-04-27	Stock Market	mastercard stock top consensus q1 . growth driven 53 percent jump cross border volume followed 23 percent increase gross dollar volume 27 percent rise switched transactions.	0.49632308445870876
94	2022-04-27	Finance	biden scary death wealth tax plans . president budget floats repeal step basis death . death instead tax basis going market value income tax would triggered . estate transfers house child would sale tax purposes.	0.029334743274375796
95	2022-04-27	Cryptocurrencies	fitness metaverse tech company trades sweat crypto nfts . olivex wants earn burn . hong kong based digital fitness company rewards players crypto nfts flee marauding pirates monsters across dystopian wasteland.	-0.060547675006091595
96	2022-04-28	Finance	baidu gets green light autonomous beijing taxis premier li highlights internet companies . asian equities strong night markets gained led japan yen hit low versus us dollar seen since 2002.	-0.23222993314266205
97	2022-04-28	Finance	5 money apps ever need . financial apps promise make managing money simple even enjoyable deliver . 5 favorites.	0.01804008986800909
98	2022-04-28	Stock Market	cathie wood ark fund plunges two year low teladoc stock crashes tesla slips . skyrocketing 150 percent 2020 ark flagship fund plunged nearly 70 percent time high last year.	-0.9558969140052795
99	2022-04-28	Finance	earnings preview expect apple today . apple inc. scheduled report earnings today close . closer look.	-0.006246144572893779
100	2022-04-28	Stock Market	meta stock surging 18 percent despite underwhelming quarterly results . even amid weaker guidance meta shares surged user growth bounced back.	0.9684722125530243
101	2022-04-28	Finance	wondering rmd got smaller . wondering year required minimum distribution rmds amount got smaller reason . 2020 irs updated table used calculate required minimum distributions rmds age 72 older assets certain qualified retirement plans.	-0.13754152258237204
102	2022-04-28	Finance	free college already option states . free college already option states know look understand options.	0.0847211629152298
103	2022-04-28	Stock Market	glaxosmithkline reports robust 1q22 earnings beats street estimates . gsk delivered stellar result 1q22 turnover increasing 32 percent yoy 32 percent yoy constant exchange rate cer 9.8 billion 10.5 percent vs. consensus.	0.9705941379070282
104	2022-04-28	Finance	russian tycoon oleg tinkov sells bank stake oligarch vladimir potanin . former billionaire sold 35 percent stake tinkoff bank russia richest man vladimir potanin social media rant insane war ukraine.	-0.4580860324203968
105	2022-04-28	Finance	biden says decision student loan forgiveness coming within weeks stands . president biden told reporters thursday considering taking executive action broadly cancel student loan debt decision may imminent . need know.	-0.04109519657989343
106	2022-04-28	Finance	educational revolution waiting happen . right online learning alive well level advanced education.	0.07377346698194742
107	2022-04-28	Finance	blackrock new thematic etfs track transformative megatrends . three megatrends transforming world said etf firm ishares launching thematic etfs capture opportunity niche markets.	0.39828214421868324
108	2022-04-28	Finance	week credit card news shopping amazon cashierless stores surge digital banking . took place week credit card payment industries	0.05549900280311704
109	2022-04-28	Stock Market	stocks rebound dow jumps 600 points strong earnings reports boost markets . markets attempted come back steep losses week.	-0.07647749781608582
110	2022-04-28	Stock Market	markets watch future recession already . recession defined two quarters negative growth rather speculate future recession today negative q1 gdp release middle one	-0.890692800283432
111	2022-04-28	Stock Market	update jbss rbbn cls april 28. john b. sanfilippo son jbss reported fiscal 2022 q3 results last night . net sales period rose 5.1 percent year year .6 million exceeded consensus estimate .1 million 8.1 percent increase weighted average sales price per pound resulting company ...	0.4969617463648319
112	2022-04-28	Finance	robinhood shares crater dismal earnings monthly active users fall 10 percent year ago . robinhood stock plunged amid drop users shrinking revenue.	-0.9891050457954407
113	2022-04-28	Finance	irs clawback proposed regulation causes confusion playing field . irs assault various planning strategies court cases treasury regulation pronouncements proposed regulations result unpredictability make day day life estate tax planners interesting say least.	-0.48238443629816175
114	2022-04-28	Cryptocurrencies	irs foreign tax enforcers warn nfts pose growing money laundering risks . thursday regulators issued new warning growing risks money laundering fraud nonfungible tokens.	-0.8071567118167877
115	2022-04-28	Cryptocurrencies	bitcoin climbs 000 struggles stay level . bitcoin prices broke 000 quickly retreated repeating process multiple times . analysts comment next digital currency.	-0.046284533416231476
116	2022-04-28	Finance	power diversity equity inclusion improve risk adjusted returns private equity . last month iadei launched research library one largest open source collections research impact diversity inclusion investing . distilling 148 articles iadei finds dei may improve performance reduce risk private equity portfolios . read	0.4928947351872921
117	2022-04-28	Finance	three things country needs student loans college costs . time get beyond questions whether people pay address fundamental problems made things go wrong.	-0.008352315053343773
118	2022-04-28	Finance	financial literacy help lead towards financial independence . financial literacy raising public awareness importance maintaining smart money management habits . know greater financial literacy associated greater financial well.	0.06821245948473613
119	2022-04-28	Finance	going older workers . roughly 1.3 million people age 55 older retired today would expect absent pandemic.	-0.3966849911957979
120	2022-04-28	Finance	4 percent withdrawal fallacy gets worse . decades plain vanilla financial advisors pitched 4 percent withdrawal rate retirement solution ...	-0.464049506932497
121	2022-04-28	Finance	congress modestly expand child tax credit still help low income families . president biden congressional democrats make another push reach compromise social spending climate change tax bill key issue child tax credit ctc.	0.4865648075938225
122	2022-04-28	Stock Market	vale stock decline sharply recent weeks . stock underperformed broader markets vale stock declined levels around .60 february 2020 pre crisis peak levels around march 2020 markets bottomed implying vale stock lost 50 percent approximate pre crisis peak.	-0.9870096743106842
123	2022-04-28	Finance	zombified japan shows world spend trillion . bottom line bank japan trillion stimulus boom backfired . trying reanimate things boj largess zombified large swaths economy.	-0.0971643291413784
124	2022-04-28	Cryptocurrencies	asian billionaires hotel groups build virtual lands decentraland sandbox metaverse . singaporean billionaire kwek leng beng millennium hotels resorts billionaire lo family regal hotels group hong kong taking first steps metaverse purchasing virtual properties blockchain gaming platforms decentraland sandbox.	0.04269654909148812
125	2022-04-28	Finance	james murdoch bodhi tree invest .8 billion billionaire mukesh ambani backed viacom18 . bodhi tree systems backed james murdoch youngest son media tycoon rupert murdoch investing 135 billion rupees .8 billion billionaire mukesh ambani viacom18 create one largest tv digital streaming companies india.	0.0756062800064683
126	2022-04-28	Finance	easy financial health fixes retirement . putting checkups routine healthcare screenings leave fewer treatment options comes physical health avoiding talking finances impact financial health.	-0.26534580811858177
127	2022-04-28	Finance	fed pushing economy recession . stocks shaky	-0.4735291423276067
128	2022-04-28	Finance	new york problems budget . mayor eric adams presented relatively modest budget . city biggest problems spending taxation mayor city need luck overcome.	-0.22365096832315126
129	2022-04-28	Stock Market	gm posts earnings beat stock still trading cheap . general motors posted stronger expected set q1 fy 2022 results raised full year earnings guidance showing signs strong comeback relatively muted 2020 2021.	0.8288611173629761
130	2022-04-28	Finance	invest self directed ira socially responsible ways . known environmental social governance esg investing strategy allows invest money ways align beliefs values supporting causes believe.	0.08309744857251644
131	2022-04-28	Finance	volatility opportunity digital assets african markets . crypto shown us healthy growing markets also volatile . crypto volatility accepted extent sought opportunity true african currencies	0.1506213735168179
132	2022-04-28	Stock Market	expect bristol myers squibb stock q1 results . bmy stock seen 23 percent rise ytd outperforming peers broader markets primarily due increase dividends boosting share repurchase program.	0.4950459757819772
133	2022-04-28	Cryptocurrencies	deja vu legendary trader called 2018 bitcoin crash issues stark prediction price bitcoin ethereum bnb xrp solana cardano dogecoin sink . legendary analyst called 80 percent bitcoin crash 2018 say bitcoin price another major shakedown . meanwhile price ethereum bnb xrp solana cardano dogecoin mixed.	0.02372266786793868
134	2022-04-28	Cryptocurrencies	securing retirement buying bitcoin 401k . fidelity announced begin allowing plan administrators incorporate bitcoin within 401ks . start investing retirement dollars cryptocurrency make sure matches savings goals.	0.06589171600838502
135	2022-04-28	Stock Market	q1 earnings beat raise servicenow ceo sees 56 percent stock upside . servicenow beats raises ceo says stock 56 percent upside	0.20145655050873756
136	2022-04-28	Finance	u.s. digital asset strategy needs stronger tax focus . months weeks leading irs tax filing deadline old narrative swiftly emerged taxpayers still largely dark proper tax treatment digital assets virtual currencies.	-0.09175750613212585
137	2022-04-28	Finance	6 tax increases biden proposed . one biggest changes president hopes make would tax death . proposal repeal step basis . generations everyone gets step basis income tax purposes die . president wants repeal.	0.07907300367951393
138	2022-04-28	Finance	u.s. economy shrank 1.4 percent last quarter worst showing since covid recession new gdp estimate shows . government blamed unexpected decline omicron variant covid 19 decreased government assistance.	-0.9665481746196747
139	2022-04-28	Stock Market	expect honeywell stock reports q1 earnings . revenues expected consensus estimates trefis estimates honeywell q1 2022 revenues around .4 billion compared .3 billion consensus estimate.	0.017990848515182734
140	2022-04-28	Stock Market	stock better pick occidental petroleum . rising production numbers benchmark oil prices companies reported strong growth figures 2021.	0.5557771325111389
141	2022-04-28	Finance	mented cosmetics disrupts billion beauty sector igniting cultural capital . mented disrupting u.s. beauty cosmetic market expected reach billion end 2022. black owned beauty brands igniting cultural capital address specific needs women color continue stand forefront innovation companies sector.	-0.35883601009845734
142	2022-04-28	Finance	companies leaving russia easy . russia western world divorce heats . leave kicking screaming.	-0.07585213085015614
143	2022-04-28	Finance	new proposal would prevent biden canceling student loans . congress prevent president biden enacting student loan cancellation	-0.4749402850866318
144	2022-04-28	Finance	many college students may return next fall aid applications hot job market suggest . percentage current students completing fafsa form reached staggering lows compared pandemic poorest students showing sharpest decline.	-0.6230260282754898
145	2022-04-29	Finance	small employers beware new state retirement plan mandates . either automatically enroll workers state sponsored retirement program sponsor plan qualifying private plan.	-0.04334926512092352
146	2022-04-29	Cryptocurrencies	inside coinbase nft marketplace company helps power . last week coinbase largest cryptocurrency exchange u.s. finally launched long awaited marketplace digital collectibles.	0.08733414486050606
147	2022-04-29	Cryptocurrencies	elon musk deleting twitter investors know . idea elon musk deleting twitter investors minds week . could mean company goes private.	-0.043965624645352364
148	2022-04-29	Finance	8 easiest residency options right . looking establish backup residency mexico panama ecuador colombia dominican republic nicaragua portugal northern cyprus mind . ...	0.042927443981170654
149	2022-04-29	Finance	edward snowden taught zcash ceo zooko wilcox cia trick help keep creation ceremony secure . fall 2016 cryptocurrency world aflutter excitement creation new kind cryptocurrency zcash.	0.03569011576473713
150	2022-04-29	Cryptocurrencies	swiss government helping bitcoin grow . inclusive regulation pragmatic laws allowing switzerland crypto sector flourish.	0.21699362248182297
151	2022-04-29	Stock Market	update mitk matw synh april 29. mitek systems mitk reported fiscal 2022 q2 results close market yesterday . total revenue period increased 20.6 percent year year .7 million marked new quarterly record adjusted net income jumped 48.6 percent .8 million 24 cents per share . ...	0.3454453994830449
152	2022-04-29	Stock Market	amazon stock erases billion one day inflation triggers surprise loss ugly selloff . shares amazon plummeted 30 percent time high set last year.	-0.9788084030151367
153	2022-04-29	Finance	nasdaq posts worst month since 2008 dow plunges 900 points market sell continues . stocks hit new lows 2022 amid ongoing tech sell april.	-0.9780650734901428
154	2022-04-29	Finance	perfect storm timely perspective every investor . 2022 extremely unkind year investors . question investors answer runs counterintuitive may think.	-0.30455698041866225
155	2022-04-29	Finance	widowhood comes second act purpose . learned husband death helped build business help others handle myriad tasks	0.04923658166080713
156	2022-04-29	Finance	getting handle inflation affects far money takes retirement . gen xers inflation impact retirement strategy	-0.01954943686723709
157	2022-04-29	Stock Market	stock market fear overdue ready reappearance . wall street waiting investor fear show	-0.06228376179933548
158	2022-04-29	Cryptocurrencies	meet vermont startup amazon gucci google betting could disney metaverse . superplastic founded paul budnitz 2017 taken new funding kering sony japan animoca build global entertainment brand web3 era.	0.05540905147790909
159	2022-04-29	Finance	retailers scramble adapt inflation supply chain woes persist . rules retailing rewritten hope fades inflation subside time soon supply chain disruptions easing . ongoing challenges retailers scrambling daily reinvent operate conditions seem lurch quarter quarter.	-0.6328945929805437
160	2022-04-29	Finance	hopeful future midlife entrepreneurship . read inspiring stories three mid life entrepreneurs	0.05354723706841469
161	2022-04-29	Finance	robinhood losses spell end era young investors never traded downturn . meme generation meets potential bear market first time	0.11971814930438995
162	2022-04-29	Finance	internet regulation cycle eases domestic consumption becomes job 1 week review . asian equities strong day except india philippines mainland china hong kong outperformed.	0.462058050557971
163	2022-04-29	Stock Market	5 undervalued buffett stocks ahead annual meeting . berkshire hathaway host event person first time since 2019	0.045183589681982994
164	2022-04-29	Finance	upepa commercial speech exception examined first time boshears . u.s. district court western district washington entered order motion dismiss interprets commercial speech exception protections washington uniform public expression protection act.	0.02846808871254325
165	2022-04-29	Finance	china juicing gdp data economists help wonder . constructing bigger murkier great firewall around information curbing media freedom including going hong kong press xi jinping made china black box decade ago.	-0.03237570449709892
166	2022-04-29	Cryptocurrencies	world dominant coin legendary bitcoin whale reveals surprise top three crypto picks price volatility hits ethereum others . legendary crypto investor lauded bitcoin jesus returned public sphere ...	0.019789379090070724
167	2022-04-29	Finance	malaysia awards digital bank licenses groups led grab sea axiata boost . malaysian central bank awarded digital banking licenses groups led ride hailing food delivery giant grab holdings shopee owner sea group malaysian lender rhb bank southeast asia nation seeks embrace online financial services amid e commerce boom.	0.9283927977085114
